"State","Year","Race","Births","Female.Population"
"Montana",2009,"Asian or Pacific Islander","Suppressed",353
"Montana",2009,"Black or African American","13",322
"Montana",2009,"White","880",28965
"Montana",2010,"American Indian or Alaska Native","282",3208
"Montana",2010,"Asian or Pacific Islander","Suppressed",350
"Montana",2010,"Black or African American","12",323
"Montana",2010,"White","838",28328
"Montana",2011,"American Indian or Alaska Native","243",3080
"Montana",2011,"Asian or Pacific Islander","Suppressed",415
"Montana",2011,"Black or African American","19",454
"Montana",2011,"White","669",27952
"Montana",2012,"American Indian or Alaska Native","238",2968
"Montana",2012,"Asian or Pacific Islander","Suppressed",413
"Montana",2012,"Black or African American","11",407
"Montana",2012,"White","644",27215
"Montana",2013,"American Indian or Alaska Native","223",2926
"Montana",2013,"Asian or Pacific Islander","Suppressed",456
"Montana",2013,"Black or African American","Suppressed",365
"Montana",2013,"White","629",26906
"Montana",2014,"American Indian or Alaska Native","243",2894
"Montana",2014,"Asian or Pacific Islander","Suppressed",472
"Montana",2014,"Black or African American","21",415
"Montana",2014,"White","546",26783
"Montana",2015,"American Indian or Alaska Native","232",2942
"Montana",2015,"Asian or Pacific Islander","Suppressed",525
"Montana",2015,"Black or African American","12",441
"Montana",2015,"White","528",26553
"Nebraska",2007,"American Indian or Alaska Native","136",1130
"Nebraska",2007,"Asian or Pacific Islander","40",1251
"Nebraska",2007,"Black or African American","391",3993
"Nebraska",2007,"White","1736",57923
"Nebraska",2008,"American Indian or Alaska Native","123",1202
"Nebraska",2008,"Asian or Pacific Islander","27",1294
"Nebraska",2008,"Black or African American","349",4113
"Nebraska",2008,"White","1810",57163
"Nebraska",2009,"American Indian or Alaska Native","103",1168
"Nebraska",2009,"Asian or Pacific Islander","45",1362
"Nebraska",2009,"Black or African American","327",4314
"Nebraska",2009,"White","1760",56703
"Nebraska",2010,"American Indian or Alaska Native","114",1221
"Nebraska",2010,"Asian or Pacific Islander","21",1431
"Nebraska",2010,"Black or African American","293",4335
"Nebraska",2010,"White","1548",55910
"Nebraska",2011,"American Indian or Alaska Native","87",1212
"Nebraska",2011,"Asian or Pacific Islander","35",1475
"Nebraska",2011,"Black or African American","217",4369
"Nebraska",2011,"White","1406",56483
"Nebraska",2012,"American Indian or Alaska Native","86",1220
"Nebraska",2012,"Asian or Pacific Islander","27",1481
"Nebraska",2012,"Black or African American","250",4237
"Nebraska",2012,"White","1325",55480
"Nebraska",2013,"American Indian or Alaska Native","83",1197
"Nebraska",2013,"Asian or Pacific Islander","37",1691
"Nebraska",2013,"Black or African American","216",4330
"Nebraska",2013,"White","1229",55146
"Nebraska",2014,"American Indian or Alaska Native","74",1209
"Nebraska",2014,"Asian or Pacific Islander","52",1815
"Nebraska",2014,"Black or African American","181",4377
"Nebraska",2014,"White","1104",55121
"Nebraska",2015,"American Indian or Alaska Native","74",1244
"Nebraska",2015,"Asian or Pacific Islander","41",2058
"Nebraska",2015,"Black or African American","187",4400
"Nebraska",2015,"White","1095",55456
"Nevada",2007,"American Indian or Alaska Native","91",1939
"Nevada",2007,"Asian or Pacific Islander","162",6640
"Nevada",2007,"Black or African American","603",9937
"Nevada",2007,"White","3571",65721
"Nevada",2008,"American Indian or Alaska Native","79",2094
"Nevada",2008,"Asian or Pacific Islander","149",7123
"Nevada",2008,"Black or African American","632",10497
"Nevada",2008,"White","3469",67105
"Nevada",2009,"American Indian or Alaska Native","80",2095
"Nevada",2009,"Asian or Pacific Islander","145",7407
"Nevada",2009,"Black or African American","613",10921
"Nevada",2009,"White","3093",67834
"Nevada",2010,"American Indian or Alaska Native","68",2112
"Nevada",2010,"Asian or Pacific Islander","115",7705
"Nevada",2010,"Black or African American","575",10904
"Nevada",2010,"White","2712",67806
"Nevada",2011,"American Indian or Alaska Native","46",2083
"Nevada",2011,"Asian or Pacific Islander","114",7294
"Nevada",2011,"Black or African American","534",10473
"Nevada",2011,"White","2418",65379
"Nevada",2012,"American Indian or Alaska Native","38",2095
"Nevada",2012,"Asian or Pacific Islander","108",7512
"Nevada",2012,"Black or African American","498",10909
"Nevada",2012,"White","2254",65092
"Nevada",2013,"American Indian or Alaska Native","46",2079
"Nevada",2013,"Asian or Pacific Islander","92",7790
"Nevada",2013,"Black or African American","449",10721
"Nevada",2013,"White","2043",65217
"Nevada",2014,"American Indian or Alaska Native","56",2111
"Nevada",2014,"Asian or Pacific Islander","75",7969
"Nevada",2014,"Black or African American","432",10738
"Nevada",2014,"White","1911",65074
"Nevada",2015,"American Indian or Alaska Native","54",2049
"Nevada",2015,"Asian or Pacific Islander","71",7989
"Nevada",2015,"Black or African American","448",10701
"Nevada",2015,"White","1812",65155
"New Hampshire",2007,"American Indian or Alaska Native","10",215
"New Hampshire",2007,"Asian or Pacific Islander","13",907
"New Hampshire",2007,"Black or African American","25",767
"New Hampshire",2007,"White","881",45964
"New Hampshire",2008,"American Indian or Alaska Native","Suppressed",217
"New Hampshire",2008,"Asian or Pacific Islander","Suppressed",947
"New Hampshire",2008,"Black or African American","23",869
"New Hampshire",2008,"White","877",45309
"New Hampshire",2009,"American Indian or Alaska Native","Suppressed",231
"New Hampshire",2009,"Asian or Pacific Islander","12",979
"New Hampshire",2009,"Black or African American","23",904
"New Hampshire",2009,"White","732",44443
"New Hampshire",2010,"American Indian or Alaska Native","Suppressed",207
"New Hampshire",2010,"Asian or Pacific Islander","Suppressed",1005
"New Hampshire",2010,"Black or African American","19",960
"New Hampshire",2010,"White","697",43680
"New Hampshire",2011,"American Indian or Alaska Native","Suppressed",231
"New Hampshire",2011,"Asian or Pacific Islander","Suppressed",1112
"New Hampshire",2011,"Black or African American","24",1052
"New Hampshire",2011,"White","600",43532
"New Hampshire",2012,"American Indian or Alaska Native","Suppressed",210
"New Hampshire",2012,"Asian or Pacific Islander","Suppressed",1168
"New Hampshire",2012,"Black or African American","38",1133
"New Hampshire",2012,"White","588",43013
"New Hampshire",2013,"American Indian or Alaska Native","Suppressed",209
"New Hampshire",2013,"Asian or Pacific Islander","Suppressed",1210
"New Hampshire",2013,"Black or African American","25",1086
"New Hampshire",2013,"White","532",42054
"New Hampshire",2014,"American Indian or Alaska Native","Suppressed",209
"New Hampshire",2014,"Asian or Pacific Islander","Suppressed",1269
"New Hampshire",2014,"Black or African American","18",1198
"New Hampshire",2014,"White","459",41223
"New Hampshire",2015,"American Indian or Alaska Native","Suppressed",201
"New Hampshire",2015,"Asian or Pacific Islander","Suppressed",1325
"New Hampshire",2015,"Black or African American","17",1116
"New Hampshire",2015,"White","442",40440
"New Jersey",2007,"American Indian or Alaska Native","19",1942
"New Jersey",2007,"Asian or Pacific Islander","64",20745
"New Jersey",2007,"Black or African American","2907",56571
"New Jersey",2007,"White","4384",212065
"New Jersey",2008,"American Indian or Alaska Native","17",2065
"New Jersey",2008,"Asian or Pacific Islander","68",21384
"New Jersey",2008,"Black or African American","2870",57071
"New Jersey",2008,"White","4122",211556
"New Jersey",2009,"American Indian or Alaska Native","18",2163
"New Jersey",2009,"Asian or Pacific Islander","49",22034
"New Jersey",2009,"Black or African American","2644",56687
"New Jersey",2009,"White","3771",209840
"New Jersey",2010,"American Indian or Alaska Native","14",2266
"New Jersey",2010,"Asian or Pacific Islander","49",22535
"New Jersey",2010,"Black or African American","2332",56305
"New Jersey",2010,"White","3474",207649
"New Jersey",2011,"American Indian or Alaska Native","25",2295
"New Jersey",2011,"Asian or Pacific Islander","40",23312
"New Jersey",2011,"Black or African American","2149",53912
"New Jersey",2011,"White","3204",206548
"New Jersey",2012,"American Indian or Alaska Native","17",2338
"New Jersey",2012,"Asian or Pacific Islander","66",24341
"New Jersey",2012,"Black or African American","1869",52902
"New Jersey",2012,"White","2892",206304
"New Jersey",2013,"American Indian or Alaska Native","20",2323
"New Jersey",2013,"Asian or Pacific Islander","48",24737
"New Jersey",2013,"Black or African American","1648",52165
"New Jersey",2013,"White","2515",203701
"New Jersey",2014,"American Indian or Alaska Native","16",2263
"New Jersey",2014,"Asian or Pacific Islander","34",24887
"New Jersey",2014,"Black or African American","1562",51382
"New Jersey",2014,"White","2117",201472
"New Jersey",2015,"American Indian or Alaska Native","14",2259
"New Jersey",2015,"Asian or Pacific Islander","78",25734
"New Jersey",2015,"Black or African American","1213",50976
"New Jersey",2015,"White","2102",199464
"New Mexico",2007,"American Indian or Alaska Native","698",10748
"New Mexico",2007,"Asian or Pacific Islander","20",1143
"New Mexico",2007,"Black or African American","120",2296
"New Mexico",2007,"White","3954",59624
"New Mexico",2008,"American Indian or Alaska Native","716",10837
"New Mexico",2008,"Asian or Pacific Islander","23",1149
"New Mexico",2008,"Black or African American","110",2412
"New Mexico",2008,"White","3754",59514
"New Mexico",2009,"American Indian or Alaska Native","694",10560
"New Mexico",2009,"Asian or Pacific Islander","22",1222
"New Mexico",2009,"Black or African American","118",2495
"New Mexico",2009,"White","3656",59294
"New Mexico",2010,"American Indian or Alaska Native","593",10504
"New Mexico",2010,"Asian or Pacific Islander","20",1255
"New Mexico",2010,"Black or African American","106",2514
"New Mexico",2010,"White","3199",58796
"New Mexico",2011,"American Indian or Alaska Native","543",9770
"New Mexico",2011,"Asian or Pacific Islander","16",1287
"New Mexico",2011,"Black or African American","80",2531
"New Mexico",2011,"White","2857",57125
"New Mexico",2012,"American Indian or Alaska Native","538",9374
"New Mexico",2012,"Asian or Pacific Islander","23",1298
"New Mexico",2012,"Black or African American","92",2412
"New Mexico",2012,"White","2673",55868
"New Mexico",2013,"American Indian or Alaska Native","491",9164
"New Mexico",2013,"Asian or Pacific Islander","16",1347
"New Mexico",2013,"Black or African American","87",2493
"New Mexico",2013,"White","2398",55372
"New Mexico",2014,"American Indian or Alaska Native","406",9003
"New Mexico",2014,"Asian or Pacific Islander","12",1307
"New Mexico",2014,"Black or African American","82",2420
"New Mexico",2014,"White","2074",54620
"New Mexico",2015,"American Indian or Alaska Native","351",8979
"New Mexico",2015,"Asian or Pacific Islander","14",1372
"New Mexico",2015,"Black or African American","58",2477
"New Mexico",2015,"White","1917",54276
"New York",2007,"American Indian or Alaska Native","103",8176
"New York",2007,"Asian or Pacific Islander","270",47113
"New York",2007,"Black or African American","6392",151068
"New York",2007,"White","11049",470265
"New York",2008,"American Indian or Alaska Native","119",8630
"New York",2008,"Asian or Pacific Islander","296",48732
"New York",2008,"Black or African American","5837",151695
"New York",2008,"White","11281",468556
"New York",2009,"American Indian or Alaska Native","104",9100
"New York",2009,"Asian or Pacific Islander","262",49924
"New York",2009,"Black or African American","5372",151909
"New York",2009,"White","10776",462468
"New York",2010,"American Indian or Alaska Native","77",9372
"New York",2010,"Asian or Pacific Islander","284",50875
"New York",2010,"Black or African American","4984",150217
"New York",2010,"White","9966",456266
"New York",2011,"American Indian or Alaska Native","135",8930
"New York",2011,"Asian or Pacific Islander","253",49018
"New York",2011,"Black or African American","4838",142671
"New York",2011,"White","8672",446091
"New York",2012,"American Indian or Alaska Native","129",8825
"New York",2012,"Asian or Pacific Islander","295",49521
"New York",2012,"Black or African American","4390",138200
"New York",2012,"White","7957",444240
"New York",2013,"American Indian or Alaska Native","83",8617
"New York",2013,"Asian or Pacific Islander","283",50025
"New York",2013,"Black or African American","3697",133868
"New York",2013,"White","7190",435320
"New York",2014,"American Indian or Alaska Native","71",8403
"New York",2014,"Asian or Pacific Islander","291",51967
"New York",2014,"Black or African American","3203",131211
"New York",2014,"White","6491",428481
"New York",2015,"American Indian or Alaska Native","53",8356
"New York",2015,"Asian or Pacific Islander","222",53139
"New York",2015,"Black or African American","2799",129328
"New York",2015,"White","5981",422499
"North Carolina",2007,"American Indian or Alaska Native","333",5969
"North Carolina",2007,"Asian or Pacific Islander","152",7107
"North Carolina",2007,"Black or African American","5708",91271
"North Carolina",2007,"White","9123",210123
"North Carolina",2008,"American Indian or Alaska Native","364",6164
"North Carolina",2008,"Asian or Pacific Islander","154",7656
"North Carolina",2008,"Black or African American","5822",93272
"North Carolina",2008,"White","9030",213208
"North Carolina",2009,"American Indian or Alaska Native","359",6280
"North Carolina",2009,"Asian or Pacific Islander","132",8041
"North Carolina",2009,"Black or African American","5323",93754
"North Carolina",2009,"White","8463",214760
"North Carolina",2010,"American Indian or Alaska Native","331",6300
"North Carolina",2010,"Asian or Pacific Islander","126",8331
"North Carolina",2010,"Black or African American","4782",92620
"North Carolina",2010,"White","7233",214069
"North Carolina",2011,"American Indian or Alaska Native","303",6221
"North Carolina",2011,"Asian or Pacific Islander","209",8595
"North Carolina",2011,"Black or African American","4455",90827
"North Carolina",2011,"White","6248",211912
"North Carolina",2012,"American Indian or Alaska Native","319",6268
"North Carolina",2012,"Asian or Pacific Islander","176",9016
"North Carolina",2012,"Black or African American","4003",89511
"North Carolina",2012,"White","5711",211972
"North Carolina",2013,"American Indian or Alaska Native","250",6416
"North Carolina",2013,"Asian or Pacific Islander","189",9326
"North Carolina",2013,"Black or African American","3599",88169
"North Carolina",2013,"White","5110",213255
"North Carolina",2014,"American Indian or Alaska Native","230",6569
"North Carolina",2014,"Asian or Pacific Islander","173",9893
"North Carolina",2014,"Black or African American","3157",87533
"North Carolina",2014,"White","4827",215301
"North Carolina",2015,"American Indian or Alaska Native","242",6641
"North Carolina",2015,"Asian or Pacific Islander","167",10564
"North Carolina",2015,"Black or African American","2880",88698
"North Carolina",2015,"White","4450",218373
"North Dakota",2007,"American Indian or Alaska Native","219",2000
"North Dakota",2007,"Asian or Pacific Islander","12",263
"North Dakota",2007,"Black or African American","22",364
"North Dakota",2007,"White","451",21171
"North Dakota",2008,"American Indian or Alaska Native","240",1990
"North Dakota",2008,"Asian or Pacific Islander","Suppressed",290
"North Dakota",2008,"Black or African American","21",392
"North Dakota",2008,"White","409",20853
"North Dakota",2009,"American Indian or Alaska Native","191",1966
"North Dakota",2009,"Asian or Pacific Islander","Suppressed",303
"North Dakota",2009,"Black or African American","17",406
"North Dakota",2009,"White","452",20458
"North Dakota",2010,"American Indian or Alaska Native","190",1908
"North Dakota",2010,"Asian or Pacific Islander","Suppressed",294
"North Dakota",2010,"Black or African American","29",435
"North Dakota",2010,"White","441",20211
"North Dakota",2011,"American Indian or Alaska Native","213",1855
"North Dakota",2011,"Asian or Pacific Islander","Suppressed",288
"North Dakota",2011,"Black or African American","22",477
"North Dakota",2011,"White","420",20349
"North Dakota",2012,"American Indian or Alaska Native","174",1814
"North Dakota",2012,"Asian or Pacific Islander","Suppressed",292
"North Dakota",2012,"Black or African American","30",544
"North Dakota",2012,"White","398",20115
"North Dakota",2013,"American Indian or Alaska Native","151",1836
"North Dakota",2013,"Asian or Pacific Islander","Suppressed",320
"North Dakota",2013,"Black or African American","21",620
"North Dakota",2013,"White","389",20604
"North Dakota",2014,"American Indian or Alaska Native","121",1858
"North Dakota",2014,"Asian or Pacific Islander","14",348
"North Dakota",2014,"Black or African American","31",730
"North Dakota",2014,"White","404",20668
"North Dakota",2015,"American Indian or Alaska Native","121",1902
"North Dakota",2015,"Asian or Pacific Islander","Suppressed",385
"North Dakota",2015,"Black or African American","35",811
"North Dakota",2015,"White","363",20647
"Ohio",2007,"American Indian or Alaska Native","42",1662
"Ohio",2007,"Asian or Pacific Islander","92",6322
"Ohio",2007,"Black or African American","5145",66626
"Ohio",2007,"White","11310",335424
"Ohio",2008,"American Indian or Alaska Native","56",1698
"Ohio",2008,"Asian or Pacific Islander","77",6504
"Ohio",2008,"Black or African American","5211",68478
"Ohio",2008,"White","11061",333967
"Ohio",2009,"American Indian or Alaska Native","41",1700
"Ohio",2009,"Asian or Pacific Islander","76",6842
"Ohio",2009,"Black or African American","4905",69026
"Ohio",2009,"White","10605",329865
"Ohio",2010,"American Indian or Alaska Native","33",1694
"Ohio",2010,"Asian or Pacific Islander","80",7160
"Ohio",2010,"Black or African American","4364",68676
"Ohio",2010,"White","9446",325177
"Ohio",2011,"American Indian or Alaska Native","34",1644
"Ohio",2011,"Asian or Pacific Islander","63",7263
"Ohio",2011,"Black or African American","3929",66116
"Ohio",2011,"White","8453",316509
"Ohio",2012,"American Indian or Alaska Native","53",1642
"Ohio",2012,"Asian or Pacific Islander","53",7586
"Ohio",2012,"Black or African American","3646",63914
"Ohio",2012,"White","7819",310630
"Ohio",2013,"American Indian or Alaska Native","33",1561
"Ohio",2013,"Asian or Pacific Islander","73",8158
"Ohio",2013,"Black or African American","3144",62719
"Ohio",2013,"White","7214",308644
"Ohio",2014,"American Indian or Alaska Native","43",1491
"Ohio",2014,"Asian or Pacific Islander","73",8887
"Ohio",2014,"Black or African American","2874",61718
"Ohio",2014,"White","6603",305114
"Ohio",2015,"American Indian or Alaska Native","24",1464
"Ohio",2015,"Asian or Pacific Islander","72",9597
"Ohio",2015,"Black or African American","2627",61987
"Ohio",2015,"White","6138",304008
"Oklahoma",2007,"American Indian or Alaska Native","1317",17154
"Oklahoma",2007,"Asian or Pacific Islander","64",2646
"Oklahoma",2007,"Black or African American","991",13967
"Oklahoma",2007,"White","5265",95177
"Oklahoma",2008,"American Indian or Alaska Native","1294",17396
"Oklahoma",2008,"Asian or Pacific Islander","61",2745
"Oklahoma",2008,"Black or African American","1012",14248
"Oklahoma",2008,"White","5216",95170
"Oklahoma",2009,"American Indian or Alaska Native","1222",17573
"Oklahoma",2009,"Asian or Pacific Islander","53",2853
"Oklahoma",2009,"Black or African American","1032",14508
"Oklahoma",2009,"White","5239",94775
"Oklahoma",2010,"American Indian or Alaska Native","1082",17555
"Oklahoma",2010,"Asian or Pacific Islander","44",2936
"Oklahoma",2010,"Black or African American","927",14545
"Oklahoma",2010,"White","4544",93804
"Oklahoma",2011,"American Indian or Alaska Native","986",17414
"Oklahoma",2011,"Asian or Pacific Islander","53",2905
"Oklahoma",2011,"Black or African American","862",14468
"Oklahoma",2011,"White","4187",91188
"Oklahoma",2012,"American Indian or Alaska Native","971",17336
"Oklahoma",2012,"Asian or Pacific Islander","60",3026
"Oklahoma",2012,"Black or African American","819",14199
"Oklahoma",2012,"White","4059",88959
"Oklahoma",2013,"American Indian or Alaska Native","845",17603
"Oklahoma",2013,"Asian or Pacific Islander","40",3096
"Oklahoma",2013,"Black or African American","706",14191
"Oklahoma",2013,"White","3788",89023
"Oklahoma",2014,"American Indian or Alaska Native","771",17905
"Oklahoma",2014,"Asian or Pacific Islander","68",3252
"Oklahoma",2014,"Black or African American","662",14142
"Oklahoma",2014,"White","3359",89424
"Oklahoma",2015,"American Indian or Alaska Native","680",18109
"Oklahoma",2015,"Asian or Pacific Islander","52",3336
"Oklahoma",2015,"Black or African American","553",14371
"Oklahoma",2015,"White","3149",90414
"Oregon",2007,"American Indian or Alaska Native","147",3476
"Oregon",2007,"Asian or Pacific Islander","79",6128
"Oregon",2007,"Black or African American","169",3933
"Oregon",2007,"White","3998",112250
"Oregon",2008,"American Indian or Alaska Native","197",3489
"Oregon",2008,"Asian or Pacific Islander","75",6339
"Oregon",2008,"Black or African American","207",3987
"Oregon",2008,"White","4035",111956
"Oregon",2009,"American Indian or Alaska Native","160",3560
"Oregon",2009,"Asian or Pacific Islander","82",6655
"Oregon",2009,"Black or African American","169",4220
"Oregon",2009,"White","3690",110666
"Oregon",2010,"American Indian or Alaska Native","133",3602
"Oregon",2010,"Asian or Pacific Islander","91",6834
"Oregon",2010,"Black or African American","140",4275
"Oregon",2010,"White","3159",109472
"Oregon",2011,"American Indian or Alaska Native","118",3570
"Oregon",2011,"Asian or Pacific Islander","69",6854
"Oregon",2011,"Black or African American","146",4330
"Oregon",2011,"White","2821",106709
"Oregon",2012,"American Indian or Alaska Native","103",3513
"Oregon",2012,"Asian or Pacific Islander","60",6970
"Oregon",2012,"Black or African American","147",4301
"Oregon",2012,"White","2574",104878
"Oregon",2013,"American Indian or Alaska Native","86",3466
"Oregon",2013,"Asian or Pacific Islander","51",7238
"Oregon",2013,"Black or African American","131",4323
"Oregon",2013,"White","2341",104930
"Oregon",2014,"American Indian or Alaska Native","77",3477
"Oregon",2014,"Asian or Pacific Islander","53",7279
"Oregon",2014,"Black or African American","126",4396
"Oregon",2014,"White","2154",104075
"Oregon",2015,"American Indian or Alaska Native","75",3510
"Oregon",2015,"Asian or Pacific Islander","60",7518
"Oregon",2015,"Black or African American","112",4397
"Oregon",2015,"White","2051",104505
"Pennsylvania",2007,"American Indian or Alaska Native","74",1828
"Pennsylvania",2007,"Asian or Pacific Islander","189",12661
"Pennsylvania",2007,"Black or African American","5171",69248
"Pennsylvania",2007,"White","8593",367294
"Pennsylvania",2008,"American Indian or Alaska Native","68",1969
"Pennsylvania",2008,"Asian or Pacific Islander","223",13064
"Pennsylvania",2008,"Black or African American","5142",70534
"Pennsylvania",2008,"White","8449",365198
"Pennsylvania",2009,"American Indian or Alaska Native","63",2114
"Pennsylvania",2009,"Asian or Pacific Islander","191",13755
"Pennsylvania",2009,"Black or African American","4876",71169
"Pennsylvania",2009,"White","7857",361398
"Pennsylvania",2010,"American Indian or Alaska Native","62",2167
"Pennsylvania",2010,"Asian or Pacific Islander","175",14143
"Pennsylvania",2010,"Black or African American","4507",70444
"Pennsylvania",2010,"White","7368",355847
"Pennsylvania",2011,"American Indian or Alaska Native","51",2077
"Pennsylvania",2011,"Asian or Pacific Islander","149",14191
"Pennsylvania",2011,"Black or African American","4020",67699
"Pennsylvania",2011,"White","6747",349556
"Pennsylvania",2012,"American Indian or Alaska Native","61",2038
"Pennsylvania",2012,"Asian or Pacific Islander","150",14717
"Pennsylvania",2012,"Black or African American","3704",65724
"Pennsylvania",2012,"White","6260",342155
"Pennsylvania",2013,"American Indian or Alaska Native","46",1977
"Pennsylvania",2013,"Asian or Pacific Islander","151",15153
"Pennsylvania",2013,"Black or African American","3036",64052
"Pennsylvania",2013,"White","5522",333753
"Pennsylvania",2014,"American Indian or Alaska Native","36",2002
"Pennsylvania",2014,"Asian or Pacific Islander","143",16459
"Pennsylvania",2014,"Black or African American","2537",62786
"Pennsylvania",2014,"White","5271",328089
"Pennsylvania",2015,"American Indian or Alaska Native","52",2109
"Pennsylvania",2015,"Asian or Pacific Islander","131",17077
"Pennsylvania",2015,"Black or African American","2324",62905
"Pennsylvania",2015,"White","4780",325538
"Rhode Island",2007,"American Indian or Alaska Native","31",491
"Rhode Island",2007,"Asian or Pacific Islander","36",1805
"Rhode Island",2007,"Black or African American","201",4147
"Rhode Island",2007,"White","938",34340
"Rhode Island",2008,"American Indian or Alaska Native","29",508
"Rhode Island",2008,"Asian or Pacific Islander","41",1812
"Rhode Island",2008,"Black or African American","193",4291
"Rhode Island",2008,"White","881",34073
"Rhode Island",2009,"American Indian or Alaska Native","35",522
"Rhode Island",2009,"Asian or Pacific Islander","53",1861
"Rhode Island",2009,"Black or African American","196",4355
"Rhode Island",2009,"White","776",34038
"Rhode Island",2010,"American Indian or Alaska Native","31",507
"Rhode Island",2010,"Asian or Pacific Islander","35",1842
"Rhode Island",2010,"Black or African American","192",4319
"Rhode Island",2010,"White","639",33221
"Rhode Island",2011,"American Indian or Alaska Native","28",484
"Rhode Island",2011,"Asian or Pacific Islander","37",1757
"Rhode Island",2011,"Black or African American","182",4218
"Rhode Island",2011,"White","590",32488
"Rhode Island",2012,"American Indian or Alaska Native","37",471
"Rhode Island",2012,"Asian or Pacific Islander","36",1776
"Rhode Island",2012,"Black or African American","157",4040
"Rhode Island",2012,"White","536",31929
"Rhode Island",2013,"American Indian or Alaska Native","23",481
"Rhode Island",2013,"Asian or Pacific Islander","20",1742
"Rhode Island",2013,"Black or African American","125",3979
"Rhode Island",2013,"White","496",31065
"Rhode Island",2014,"American Indian or Alaska Native","Suppressed",492
"Rhode Island",2014,"Asian or Pacific Islander","18",1905
"Rhode Island",2014,"Black or African American","145",4106
"Rhode Island",2014,"White","425",30821
"Rhode Island",2015,"American Indian or Alaska Native","11",468
"Rhode Island",2015,"Asian or Pacific Islander","Suppressed",1948
"Rhode Island",2015,"Black or African American","94",4247
"Rhode Island",2015,"White","428",30430
"South Carolina",2007,"American Indian or Alaska Native","30",956
"South Carolina",2007,"Asian or Pacific Islander","49",1967
"South Carolina",2007,"Black or African American","4133",59488
"South Carolina",2007,"White","4240",98071
"South Carolina",2008,"American Indian or Alaska Native","51",1006
"South Carolina",2008,"Asian or Pacific Islander","61",2082
"South Carolina",2008,"Black or African American","4162",59845
"South Carolina",2008,"White","4163",99819
"South Carolina",2009,"American Indian or Alaska Native","30",1033
"South Carolina",2009,"Asian or Pacific Islander","41",2192
"South Carolina",2009,"Black or African American","3782",59168
"South Carolina",2009,"White","3884",100329
"South Carolina",2010,"American Indian or Alaska Native","34",1019
"South Carolina",2010,"Asian or Pacific Islander","37",2289
"South Carolina",2010,"Black or African American","3374",57728
"South Carolina",2010,"White","3511",99703
"South Carolina",2011,"American Indian or Alaska Native","42",1025
"South Carolina",2011,"Asian or Pacific Islander","31",2307
"South Carolina",2011,"Black or African American","2901",55217
"South Carolina",2011,"White","3128",95661
"South Carolina",2012,"American Indian or Alaska Native","28",1000
"South Carolina",2012,"Asian or Pacific Islander","32",2362
"South Carolina",2012,"Black or African American","2596",53072
"South Carolina",2012,"White","2946",95048
"South Carolina",2013,"American Indian or Alaska Native","23",973
"South Carolina",2013,"Asian or Pacific Islander","36",2516
"South Carolina",2013,"Black or African American","2082",51495
"South Carolina",2013,"White","2674",95647
"South Carolina",2014,"American Indian or Alaska Native","29",957
"South Carolina",2014,"Asian or Pacific Islander","40",2690
"South Carolina",2014,"Black or African American","1851",50713
"South Carolina",2014,"White","2426",96568
"South Carolina",2015,"American Indian or Alaska Native","27",1017
"South Carolina",2015,"Asian or Pacific Islander","23",2858
"South Carolina",2015,"Black or African American","1753",51335
"South Carolina",2015,"White","2284",98554
"South Dakota",2007,"American Indian or Alaska Native","502",3961
"South Dakota",2007,"Asian or Pacific Islander","Suppressed",298
"South Dakota",2007,"Black or African American","19",434
"South Dakota",2007,"White","672",24175
"South Dakota",2008,"American Indian or Alaska Native","455",3979
"South Dakota",2008,"Asian or Pacific Islander","10",322
"South Dakota",2008,"Black or African American","15",501
"South Dakota",2008,"White","650",23786
"South Dakota",2009,"American Indian or Alaska Native","399",3891
"South Dakota",2009,"Asian or Pacific Islander","11",365
"South Dakota",2009,"Black or African American","34",543
"South Dakota",2009,"White","658",23429
"South Dakota",2010,"American Indian or Alaska Native","390",3888
"South Dakota",2010,"Asian or Pacific Islander","Suppressed",360
"South Dakota",2010,"Black or African American","11",566
"South Dakota",2010,"White","578",23132
"South Dakota",2011,"American Indian or Alaska Native","395",3794
"South Dakota",2011,"Asian or Pacific Islander","16",387
"South Dakota",2011,"Black or African American","22",632
"South Dakota",2011,"White","542",23289
"South Dakota",2012,"American Indian or Alaska Native","376",3740
"South Dakota",2012,"Asian or Pacific Islander","Suppressed",400
"South Dakota",2012,"Black or African American","35",740
"South Dakota",2012,"White","518",23001
"South Dakota",2013,"American Indian or Alaska Native","347",3727
"South Dakota",2013,"Asian or Pacific Islander","13",435
"South Dakota",2013,"Black or African American","20",814
"South Dakota",2013,"White","442",22963
"South Dakota",2014,"American Indian or Alaska Native","294",3703
"South Dakota",2014,"Asian or Pacific Islander","14",508
"South Dakota",2014,"Black or African American","31",866
"South Dakota",2014,"White","403",22940
"South Dakota",2015,"American Indian or Alaska Native","301",3775
"South Dakota",2015,"Asian or Pacific Islander","16",561
"South Dakota",2015,"Black or African American","20",679
"South Dakota",2015,"White","391",22287
"Tennessee",2007,"American Indian or Alaska Native","62",985
"Tennessee",2007,"Asian or Pacific Islander","102",3166
"Tennessee",2007,"Black or African American","3763",48744
"Tennessee",2007,"White","7496",158094
"Tennessee",2008,"American Indian or Alaska Native","51",1002
"Tennessee",2008,"Asian or Pacific Islander","90",3222
"Tennessee",2008,"Black or African American","3759",49563
"Tennessee",2008,"White","7407",160072
"Tennessee",2009,"American Indian or Alaska Native","32",1079
