ZIP,HospID,City,State,Beds,RBeds,Outpatients,Admin,Inpatient,Hip95,Knee95,SalesYr,Sales12,Teach,Trauma,Rehab,Hip96,Knee96,Femur96,logBeds,logOut,logRBeds,logAdmin,logInpat,logHip95,logKnee95,logSales,logSales12,logHip96,logKnee96,logFemur96
52641,97062, Mount Pleasant, IA,30,0,29409,1084,767,36,36,0,0,1,0,0,0,0,0,3.433987204,10.28909003,0,6.989335266,6.643789733,3.610917913,3.610917913,0,0,0,0,0
52732,27062, Clinton, IA,215,0,24877,5535,3704,0,0,43,26,0,0,0,50,23,51,5.375278408,10.12173916,0,8.619027497,8.217438538,0,0,3.784189634,3.295836866,3.931825633,3.17805383,3.951243719
52742,47562, De Witt, IA,24,0,6686,419,99,0,0,2,0,0,0,0,0,0,0,3.218875825,8.807920622,0,6.040254711,4.605170186,0,0,1.098612289,0,0,0,0
52761,99562, Muscatine, IA,72,0,19091,2762,3146,0,1,31,15,0,0,0,31,29,19,4.290459441,9.857024678,0,7.924072325,8.054204897,0,0.693147181,3.465735903,2.772588722,3.465735903,3.401197382,2.995732274
52806,37762, Davenport, IA,150,0,21441,2259,1824,1,1,14,10,1,0,0,14,7,14,5.017279837,9.973106894,0,7.723120092,7.509335266,0.693147181,0.693147181,2.708050201,2.397895273,2.708050201,2.079441542,2.708050201
53014,21545, Chilton, WI,53,0,22360,904,1434,0,0,15,27,0,0,0,21,14,16,3.988984047,10.01507365,0,6.807934944,7.268920128,0,0,2.772588722,3.33220451,3.091042453,2.708050201,2.833213344
53027,47045, Hartford, WI,55,0,18537,1578,1580,2,3,18,28,0,0,0,29,28,17,4.025351691,9.827577958,0,7.364547014,7.365812837,1.098612289,1.386294361,2.944438979,3.36729583,3.401197382,3.36729583,2.890371758
53066,133545, Oconomowoc, WI,82,0,52913,3273,3361,30,37,50,23,0,0,0,36,19,48,4.418840608,10.87642323,0,8.093767758,8.120291314,3.433987204,3.63758616,3.931825633,3.17805383,3.610917913,2.995732274,3.891820298
53073,147045, Plymouth, WI,38,0,15765,1041,1218,0,0,7,0,0,0,0,7,0,12,3.663561646,9.665611002,0,6.948897222,7.105786129,0,0,2.079441542,0,2.079441542,0,2.564949357
53074,150045, Port Washington, WI,114,0,88102,2531,2197,3,3,25,11,0,0,0,22,11,30,4.744932128,11.38626186,0,7.836764783,7.695303135,1.386294361,1.386294361,3.258096538,2.48490665,3.135494216,2.48490665,3.433987204
53095,217045, West Bend, WI,121,0,29379,4877,4015,0,0,32,42,0,0,0,37,27,45,4.804021045,10.28806945,0,8.492490579,8.298041661,0,0,3.496507561,3.761200116,3.63758616,3.33220451,3.828641396
53121,36045, Elkhorn, WI,88,0,47230,3576,3497,24,24,27,6,0,0,0,34,9,43,4.48863637,10.76280574,0,8.182279739,8.159946656,3.218875825,3.218875825,3.33220451,1.945910149,3.555348061,2.302585093,3.784189634
53143,61045, Kenosha, WI,147,0,40261,5355,3780,0,0,31,37,0,0,0,33,31,41,4.997212274,10.60316338,0,8.585972707,8.237743804,0,0,3.465735903,3.63758616,3.526360525,3.465735903,3.737669618
53193,230045, Milwaukee, WI,735,0,272636,10165,12006,0,0,39,47,1,0,0,51,48,26,6.601230119,12.51589652,0,9.226804098,9.393245092,0,0,3.688879454,3.871201011,3.951243719,3.891820298,3.295836866
53216,124345, Milwaukee, WI,102,0,17596,2454,1363,0,0,1,3,0,0,0,2,1,4,4.634728988,9.775483712,0,7.80588204,7.218176838,0,0,0.693147181,1.386294361,1.098612289,0.693147181,1.609437912
53226,103045, Milwaukee, WI,222,22,112181,17122,7188,0,0,1,4,1,1,1,1,2,51,5.407171771,11.62787783,3.135494216,9.748177868,8.880307359,0,0,0.693147181,1.609437912,0.693147181,1.098612289,3.951243719
53226,210945, Wauwatosa, WI,118,0,16123,1253,2845,2,4,18,22,0,0,0,16,20,6,4.779123493,9.688064124,0,7.134093721,7.953669779,1.098612289,1.609437912,2.944438979,3.135494216,2.833213344,3.044522438,1.945910149
53228,909045, Greenfield, WI,60,0,0,808,0,18,18,0,0,0,0,0,0,0,0,4.110873864,0,0,6.695798917,0,2.944438979,2.944438979,0,0,0,0,0
53233,109045, Milwaukee, WI,385,0,0,10794,9638,19,19,39,28,1,0,0,41,0,25,5.955837369,0,0,9.286838343,9.173572648,2.995732274,2.995732274,3.688879454,3.36729583,3.737669618,0,3.258096538
53403,157045, Racine, WI,204,0,41981,7598,3370,0,0,15,8,1,0,0,3,1,4,5.323009979,10.64499623,0,8.935771939,8.122964715,0,0,2.772588722,2.197224577,1.386294361,0.693147181,1.609437912
53530,26545, Darlington, WI,28,0,12529,549,398,0,0,6,7,0,0,0,7,8,7,3.36729583,9.435881048,0,6.309918278,5.988961417,0,0,1.945910149,2.079441542,2.079441542,2.197224577,2.079441542
53533,28045, Dodgeville, WI,39,0,16930,1171,780,22,36,9,12,0,0,0,17,5,20,3.688879454,9.73690154,0,7.06646697,6.66057515,3.135494216,3.610917913,2.302585093,2.564949357,2.890371758,1.791759469,3.044522438
53534,34045, Edgerton, WI,40,0,10000,1010,825,0,0,12,7,0,0,0,10,20,12,3.713572067,9.210440367,0,6.918695219,6.716594774,0,0,2.564949357,2.079441542,2.397895273,3.044522438,2.564949357
53581,166045, Richland Center, WI,41,0,7644,1407,1128,34,47,16,6,0,0,0,15,8,17,3.737669618,8.941807118,0,7.249925537,7.029087564,3.555348061,3.871201011,2.833213344,1.945910149,2.772588722,2.197224577,2.890371758
53589,184045, Stoughton, WI,41,0,22267,1305,1236,0,0,31,17,0,0,0,29,25,22,3.737669618,10.01090595,0,7.17472431,7.120444372,0,0,3.465735903,2.890371758,3.401197382,3.258096538,3.135494216
53705,82545, Madison, WI,230,0,61615,5443,4565,48,52,30,33,1,0,0,26,34,12,5.442417711,11.02867686,0,8.602269364,8.426392827,3.891820298,3.970291914,3.433987204,3.526360525,3.295836866,3.555348061,2.564949357
53805,19545, Boscobel, WI,44,0,6700,1497,603,10,11,10,4,0,0,0,13,5,6,3.80666249,8.810012048,0,7.311886164,6.403574198,2.397895273,2.48490665,2.397895273,1.609437912,2.63905733,1.791759469,1.945910149
53813,74545, Lancaster, WI,29,0,18746,932,759,5,7,16,12,0,0,0,9,14,8,3.401197382,9.838789019,0,6.838405201,6.633318433,1.791759469,2.079441542,2.833213344,2.564949357,2.302585093,2.708050201,2.197224577
53818,144545, Platteville, WI,8,0,12878,1002,678,22,22,9,7,0,0,0,5,9,11,2.197224577,9.463353357,0,6.910750788,6.520621128,3.135494216,3.135494216,2.302585093,2.079441542,1.791759469,2.302585093,2.48490665
53821,151545, Prairie Du Chien, WI,45,0,7054,1613,583,0,0,2,0,0,0,0,11,0,10,3.828641396,8.861491864,0,7.386470849,6.369900983,0,0,1.098612289,0,2.48490665,0,2.397895273
53901,149045, Portage, WI,60,0,41443,1926,1520,12,12,26,11,0,0,0,36,17,13,4.110873864,10.6320984,0,7.563719668,7.327123292,2.564949357,2.564949357,3.295836866,2.48490665,3.610917913,2.890371758,2.63905733
53913,11045, Baraboo, WI,78,0,29920,2468,2211,0,0,25,34,0,0,0,23,18,21,4.369447852,10.30631585,0,7.811568489,7.701652363,0,0,3.258096538,3.555348061,3.17805383,2.944438979,3.091042453
53916,13545, Beaver Dam, WI,90,0,34168,3626,2869,0,0,20,16,0,0,0,10,8,17,4.510859507,10.43907408,0,8.196161139,7.962067309,0,0,3.044522438,2.833213344,2.397895273,2.197224577,2.890371758
53925,25045, Columbus, WI,53,0,17617,1539,879,0,0,15,12,0,0,0,22,28,18,3.988984047,9.776676386,0,7.339537695,6.779921907,0,0,2.772588722,2.564949357,3.135494216,3.36729583,2.944438979
53934,40545, Friendship, WI,36,0,10369,720,410,3,3,4,0,0,0,0,11,5,4,3.610917913,9.246672301,0,6.580639137,6.018593214,1.386294361,1.386294361,1.609437912,0,2.48490665,1.791759469,1.609437912
53948,88045, Mauston, WI,22,0,29848,1922,897,3,3,19,6,0,0,0,20,5,16,3.135494216,10.30390662,0,7.561641746,6.800170068,1.386294361,1.386294361,2.995732274,1.945910149,3.044522438,1.791759469,2.833213344
53959,160045, Reedsburg, WI,22,0,20665,1527,1389,0,0,8,18,0,0,0,11,10,14,3.135494216,9.936245117,0,7.33171497,7.237059026,0,0,2.197224577,2.944438979,2.48490665,2.397895273,2.708050201
53963,205545, Waupun, WI,49,0,20791,1431,972,0,0,6,0,1,0,0,3,0,4,3.912023005,9.942323576,0,7.266827348,6.880384082,0,0,1.945910149,0,1.386294361,0,1.609437912
54001,3545, Amery, WI,35,0,6306,999,627,0,0,7,11,0,0,0,10,13,19,3.583518938,8.749415407,0,6.907755279,6.442540166,0,0,2.079441542,2.48490665,2.397895273,2.63905733,2.995732274
54002,10045, Baldwin, WI,25,0,15010,854,633,0,0,2,6,0,0,0,2,3,9,3.258096538,9.616538545,0,6.751101469,6.452048954,0,0,1.098612289,1.945910149,1.098612289,1.386294361,2.302585093
54016,51545, Hudson, WI,49,0,16551,1213,814,0,0,14,5,0,0,0,15,11,14,3.912023005,9.714262219,0,7.101675972,6.703188113,0,0,2.708050201,1.791759469,2.772588722,2.48490665,2.708050201
54017,133045, New Richmond, WI,18,0,9594,1100,879,0,1,9,7,0,0,0,5,14,14,2.944438979,9.168997408,0,7.003974137,6.779921907,0,0.693147181,2.302585093,2.079441542,1.791759469,2.708050201,2.708050201
54020,139045, Osceola, WI,23,0,10599,435,200,0,0,5,0,0,0,0,4,0,1,3.17805383,9.26860928,0,6.077642243,5.303304908,0,0,1.791759469,0,1.609437912,0,0.693147181
54022,167545, River Falls, WI,31,0,6429,1029,959,0,0,24,11,0,0,0,20,12,11,3.465735903,8.768729817,0,6.937314081,6.866933284,0,0,3.218875825,2.48490665,3.044522438,2.564949357,2.48490665
54024,169545, Saint Croix Falls, WI,74,0,12134,2185,1413,3,5,30,44,0,0,0,19,33,17,4.317488114,9.403849118,0,7.689828669,7.254177846,1.386294361,1.791759469,3.433987204,3.80666249,2.995732274,3.526360525,2.890371758
54130,59845, Kaukauna, WI,40,0,14070,786,356,0,0,7,2,0,0,0,4,0,8,3.713572067,9.551871221,0,6.668228248,5.877735782,0,0,2.079441542,1.098612289,1.609437912,0,2.197224577
54143,85045, Marinette, WI,127,0,22536,4709,3165,2,2,21,21,0,0,0,26,32,41,4.852030264,10.02291368,0,8.457443187,8.06022424,1.098612289,1.098612289,3.091042453,3.091042453,3.295836866,3.496507561,3.737669618
54154,137045, Oconto Falls, WI,24,0,12815,1073,610,0,2,0,0,0,0,0,0,0,0,3.218875825,9.458449669,0,6.979145275,6.415096959,0,1.098612289,0,0,0,0,0
54166,171045, Shawano, WI,53,0,7295,2224,1434,0,0,14,0,0,0,0,14,0,23,3.988984047,8.895081532,0,7.707512195,7.268920128,0,0,2.708050201,0,2.708050201,0,3.17805383
54216,65045, Kewaunee, WI,22,0,6922,207,43,0,0,3,0,0,0,0,3,0,1,3.135494216,8.842604481,0,5.33753808,3.784189634,0,0,1.386294361,0,1.386294361,0,0.693147181
54220,84545, Manitowoc, WI,54,0,13927,1435,1429,0,0,10,9,0,0,0,8,0,3,4.007333185,9.541656481,0,7.26961675,7.265429723,0,0,2.397895273,2.302585093,2.197224577,0,1.386294361
54235,185045, Sturgeon Bay, WI,46,0,14328,1994,1934,0,1,6,3,0,0,0,13,5,19,3.850147602,9.570040735,0,7.598399329,7.567862605,0,0.693147181,1.945910149,1.386294361,2.63905733,1.791759469,2.995732274
54241,192045, Two Rivers, WI,51,0,12737,1901,1336,0,0,3,0,0,0,0,9,0,17,3.951243719,9.452344931,0,7.550661243,7.198183577,0,0,1.386294361,0,2.302585093,0,2.890371758
54403,207545, Wausau, WI,50,0,85568,1280,0,10,10,0,0,0,0,0,0,0,0,3.931825633,11.35707835,0,7.155396302,0,2.397895273,2.397895273,0,0,0,0,0
54409,4045, Antigo, WI,49,0,15290,2042,1325,0,0,11,0,1,0,0,10,0,10,3.912023005,9.635019699,0,7.622174595,7.189922171,0,0,2.48490665,0,2.397895273,0,2.397895273
54452,94045, Merrill, WI,63,0,25727,1577,1133,1,1,9,2,0,0,0,14,0,13,4.158883083,10.15533517,0,7.363913501,7.033506484,0.693147181,0.693147181,2.302585093,1.098612289,2.708050201,0,2.63905733
54494,229045, Wisconsin Rapids, WI,78,0,21575,3252,2466,0,0,39,49,0,0,0,47,44,34,4.369447852,9.979336865,0,8.087332926,7.810758117,0,0,3.688879454,3.912023005,3.871201011,3.80666249,3.555348061
54615,18045, Black River Falls, WI,38,0,2141,1257,878,0,0,11,17,0,0,0,5,16,1,3.663561646,7.669495251,0,7.137278437,6.778784898,0,0,2.48490665,2.890371758,1.791759469,2.833213344,0.693147181
54634,50545, Hillsboro, WI,20,0,16229,622,371,0,0,8,3,0,0,0,9,6,1,3.044522438,9.694616661,0,6.434546519,5.918893854,0,0,2.197224577,1.386294361,2.302585093,1.945910149,0.693147181
54665,196045, Viroqua, WI,23,0,9939,1691,613,0,2,18,17,0,0,0,22,9,9,3.17805383,9.2043223,0,7.43366654,6.419994928,0,1.098612289,2.944438979,2.890371758,3.135494216,2.302585093,2.302585093
54729,24045, Chippewa Falls, WI,127,0,32619,3398,1945,0,0,42,47,0,0,0,45,40,42,4.852030264,10.39268088,0,8.13123655,7.573531263,0,0,3.761200116,3.871201011,3.828641396,3.713572067,3.761200116
54736,29545, Durand, WI,29,0,7504,703,289,0,0,7,0,0,0,0,1,0,5,3.401197382,8.923324744,0,6.556778356,5.669880923,0,0,2.079441542,0,0.693147181,0,1.791759469
54751,93045, Menomonie, WI,55,0,11683,1704,1851,0,0,21,29,0,0,0,26,15,16,4.025351691,9.365975664,0,7.44132039,7.524021415,0,0,3.091042453,3.401197382,3.295836866,2.772588722,2.833213344
54773,223045, Whitehall, WI,30,0,6671,508,132,0,8,0,0,0,0,0,0,0,1,3.433987204,8.805674944,0,6.232448017,4.890349128,0,2.197224577,0,0,0,0,0.693147181
54812,12045, Barron, WI,42,0,22698,1433,851,0,0,12,14,0,0,0,5,12,30,3.761200116,10.03007615,0,7.268223021,6.747586527,0,0,2.564949357,2.708050201,1.791759469,2.564949357,3.433987204
54829,26145, Cumberland, WI,40,0,5119,1372,441,0,0,12,2,0,0,0,3,1,5,3.713572067,8.540909718,0,7.224753406,6.091309882,0,0,2.564949357,1.098612289,1.386294361,0.693147181,1.791759469
54840,41045, Grantsburg, WI,31,0,8048,543,321,0,1,0,0,0,0,0,0,0,0,3.465735903,8.993303139,0,6.298949247,5.774551546,0,0.693147181,0,0,0,0,0
54871,175045, Shell Lake, WI,74,0,4645,986,457,0,0,5,4,0,0,0,5,1,6,4.317488114,8.443761913,0,6.894670039,6.126869184,0,0,1.791759469,1.609437912,1.791759469,0.693147181,1.945910149
54880,548845, Superior, WI,42,0,46589,1753,1134,0,0,16,0,0,0,0,12,0,10,3.761200116,10.7491412,0,7.469654173,7.03438793,0,0,2.833213344,0,2.564949357,0,2.397895273
54923,17045, Berlin, WI,61,0,23262,2286,2440,0,0,37,60,0,0,0,34,61,35,4.127134385,10.05461939,0,7.734996194,7.80016307,0,0,3.63758616,4.110873864,3.555348061,4.127134385,3.583518938
54961,132045, New London, WI,52,0,13870,1475,1564,0,0,2,0,0,0,0,4,0,13,3.970291914,9.537555609,0,7.297091005,7.355641103,0,0,1.098612289,0,1.609437912,0,2.63905733
54971,167045, Ripon, WI,29,0,15575,1200,1112,0,0,12,22,0,0,0,11,18,16,3.401197382,9.653486547,0,7.090909822,7.014814351,0,0,2.564949357,3.135494216,2.48490665,2.944438979,2.833213344
54981,203545, Waupaca, WI,40,0,27384,1795,1417,3,8,15,3,0,0,0,14,1,32,3.713572067,10.2177507,0,7.493317249,7.257002707,1.386294361,2.197224577,2.772588722,1.386294361,2.708050201,0.693147181,3.496507561
55009,25161, Cannon Falls, MN,21,0,837,480,288,0,1,2,0,0,0,0,2,0,8,3.091042453,6.7310181,0,6.17586727,5.666426688,0,0.693147181,1.098612289,0,1.098612289,0,2.197224577
55013,26561, Chisago City, MN,49,0,0,1683,1226,12,29,17,4,0,0,0,19,15,36,3.912023005,0,0,7.428927195,7.112327445,2.564949357,3.401197382,2.890371758,1.609437912,2.995732274,2.772588722,3.610917913
55021,45561, Faribault, MN,64,0,33212,2033,1533,41,47,27,22,0,0,0,39,22,24,4.17438727,10.41069664,0,7.617759577,7.335633982,3.737669618,3.871201011,3.33220451,3.135494216,3.688879454,3.135494216,3.218875825
55024,48061, Farmington, MN,20,0,2779,461,502,4,4,1,4,0,0,0,5,4,4,3.044522438,7.930206207,0,6.135564891,6.22059017,1.609437912,1.609437912,0.693147181,1.609437912,1.791759469,1.609437912,1.609437912
55025,51061, Forest Lake, MN,44,0,9855,989,709,0,0,7,0,0,0,0,8,3,13,3.80666249,9.195835686,0,6.897704943,6.56526497,0,0,2.079441542,0,2.197224577,1.386294361,2.63905733
55033,61561, Hastings, MN,52,0,6935,1714,1767,0,0,14,9,0,0,0,16,15,9,3.970291914,8.844480518,0,7.44716836,7.477604243,0,0,2.708050201,2.302585093,2.833213344,2.772588722,2.302585093
55041,67061, Lake City, MN,29,0,12775,579,335,4,4,6,0,0,0,0,10,0,10,3.401197382,9.45532369,0,6.363028104,5.81711116,1.609437912,1.609437912,1.945910149,0,2.397895273,0,2.397895273
55057,126061, Northfield, MN,27,0,2982,1358,1095,14,14,18,17,0,0,0,14,22,18,3.33220451,8.000684785,0,7.214504414,6.999422468,2.708050201,2.708050201,2.944438979,2.890371758,2.708050201,3.135494216,2.944438979
55060,130061, Owatonna, MN,65,0,27375,2385,2722,0,0,27,44,0,0,0,21,10,17,4.189654742,10.217422,0,7.777373603,7.909489493,0,0,3.33220451,3.80666249,3.091042453,2.397895273,2.890371758
55063,910061, Pine City, MN,10,0,0,3,0,0,0,0,1,0,0,0,0,0,1,2.397895273,0,0,1.386294361,0,0,0,0,0.693147181,0,0,0.693147181
55075,179561, South Saint Paul, MN,91,0,10600,2980,1826,0,0,14,28,0,0,0,18,19,28,4.521788577,9.268703615,0,8.000014094,7.510430556,0,0,2.708050201,3.36729583,2.944438979,2.995732274,3.36729583
55102,160061, St Paul, MN,105,0,46870,5928,5861,0,0,3,4,1,0,0,5,0,6,4.663439094,10.75515443,0,8.687610844,8.676246121,0,0,1.386294361,1.609437912,1.791759469,0,1.945910149
55313,20061, Buffalo, MN,43,0,10950,2078,1476,0,0,15,3,0,0,0,12,8,14,3.784189634,9.301186055,0,7.639642288,7.297768283,0,0,2.772588722,1.386294361,2.564949357,2.197224577,2.708050201
55336,53061, Glencoe, MN,39,0,3067,1351,1001,0,0,3,14,0,0,0,4,16,7,3.688879454,8.028781162,0,7.209340257,6.909753282,0,0,1.386294361,2.708050201,1.609437912,2.833213344,2.079441542
55350,65061, Hutchinson, MN,67,0,14600,2284,2321,0,0,26,35,0,0,0,24,41,13,4.219507705,9.588845299,0,7.734121303,7.750184162,0,0,3.295836866,3.583518938,3.218875825,3.737669618,2.63905733
55355,69061, Litchfield, MN,38,0,15942,1211,758,0,0,8,0,0,0,0,6,0,10,3.663561646,9.67677514,0,7.100027167,6.632001777,0,0,2.197224577,0,1.945910149,0,2.397895273
55362,113561, Monticello, MN,34,0,883,879,702,0,0,2,0,0,0,0,0,0,12,3.555348061,6.784457063,0,6.779921907,6.555356892,0,0,1.098612289,0,0,0,2.564949357
55371, 087G61, Princeton, MN,35,0,19140,1802,1019,0,0,10,0,0,0,0,9,0,9,3.583518938,9.85958791,0,7.497207223,6.927557906,0,0,2.397895273,0,2.302585093,0,2.302585093
55379,177061, Shakopee, MN,67,0,33672,2900,2719,0,0,16,24,0,0,0,17,15,18,4.219507705,10.42445161,0,7.972810784,7.908387159,0,0,2.833213344,3.218875825,2.890371758,2.772588722,2.944438979
55404,84561, Minneapolis, MN,155,0,14000,5969,6529,0,0,4,5,1,0,0,6,0,7,5.049856007,9.546884035,0,8.694502206,8.784162222,0,0,1.609437912,1.791759469,1.945910149,0,2.079441542
55414,104061, Minneapolis, MN,40,0,6607,827,686,0,0,6,7,1,0,0,0,0,0,3.713572067,8.796036315,0,6.719013154,6.532334292,0,0,1.945910149,2.079441542,0,0,0
55616,191561, Two Harbors, MN,30,0,4430,539,167,0,0,0,0,0,1,0,0,0,0,3.433987204,8.396380571,0,6.29156914,5.123963979,0,0,0,0,0,0,0
55744,56061, Grand Rapids, MN,70,0,3167,2898,2033,0,0,31,39,0,0,0,25,26,21,4.262679877,8.060855753,0,7.972121129,7.617759577,0,0,3.465735903,3.688879454,3.258096538,3.295836866,3.091042453
55767,114861, Moose Lake, MN,35,0,2555,694,205,0,0,0,0,0,1,0,0,0,0,3.583518938,7.846198815,0,6.543911846,5.327876169,0,0,0,0,0,0,0
55792,193061, Virginia, MN,77,0,15887,2678,2400,0,0,20,21,0,1,0,27,17,37,4.356708827,9.673319386,0,7.89319887,7.783640596,0,0,3.044522438,3.091042453,3.33220451,2.890371758,3.63758616
55904,148161, Rochester, MN,47,0,10558,1811,2138,1,1,7,13,0,0,0,18,9,5,3.871201011,9.264733856,0,7.502186487,7.668093709,0.693147181,0.693147181,2.079441542,2.63905733,2.944438979,2.302585093,1.791759469
55912,10061, Austin, MN,94,0,20075,3286,2562,0,0,26,28,0,0,0,35,29,46,4.553876892,9.907280351,0,8.097730574,7.848933726,0,0,3.295836866,3.36729583,3.583518938,3.401197382,3.850147602
55981,195061, Wabasha, MN,26,0,11380,564,755,0,0,6,0,0,0,0,8,0,10,3.295836866,9.339700577,0,6.336825731,6.628041376,0,0,1.945910149,0,2.197224577,0,2.397895273
55987,209061, Winona, MN,93,0,0,3293,2002,0,0,36,29,0,0,0,45,28,34,4.543294782,0,0,8.099857911,7.602401336,0,0,3.610917913,3.401197382,3.828641396,3.36729583,3.555348061
55992,211561, Zumbrota, MN,17,0,2650,255,171,0,0,4,0,0,0,0,5,0,10,2.890371758,7.882692206,0,5.545177444,5.147494477,0,0,1.609437912,0,1.791759469,0,2.397895273
56007,4061, Albert Lea, MN,105,0,18322,2925,2932,0,0,25,0,0,0,0,45,11,43,4.663439094,9.81591238,0,7.981391582,7.983781069,0,0,3.258096538,0,3.828641396,2.48490665,3.784189634
56013,16961, Blue Earth, MN,43,0,23959,840,1203,0,0,1,0,0,0,0,0,0,14,3.784189634,10.08414105,0,6.73459166,7.093404626,0,0,0.693147181,0,0,0,2.708050201
56031,44061, Fairmont, MN,51,0,20075,2078,3904,0,0,40,47,0,0,0,51,38,45,3.951243719,9.907280351,0,7.639642288,8.270013062,0,0,3.713572067,3.871201011,3.951243719,3.663561646,3.828641396
56062,74061, Madelia, MN,25,0,3650,505,139,0,0,1,0,0,0,0,1,0,0,3.258096538,8.202756382,0,6.226536669,4.941642423,0,0,0.693147181,0,0.693147181,0,0
56071,121561, New Prague, MN,40,0,13739,1255,1304,0,0,23,22,0,0,0,30,31,18,3.713572067,9.528066566,0,7.135687347,7.17395832,0,0,3.17805383,3.135494216,3.433987204,3.465735903,2.944438979
56082,173061, Saint Peter, MN,36,0,20622,585,437,4,4,3,0,0,0,0,6,0,16,3.610917913,9.934162237,0,6.37331979,6.08221891,1.609437912,1.609437912,1.386294361,0,1.945910149,0,2.833213344
56085,179061, Sleepy Eye, MN,24,0,5058,565,267,0,0,2,0,0,0,0,0,0,0,3.218875825,8.528924114,0,6.338594078,5.590986981,0,0,1.098612289,0,0,0,0
56136,62061, Hendricks, MN,26,0,3173,449,114,0,0,3,0,0,0,0,1,0,0,3.295836866,8.062747901,0,6.109247583,4.744932128,0,0,1.386294361,0,0.693147181,0,0
56150,67561, Lakefield, MN,9,0,730,212,93,2,2,0,0,0,0,0,0,0,0,2.302585093,6.59441346,0,5.361292166,4.543294782,1.098612289,1.098612289,0,0,0,0,0
56156,73061, Luverne, MN,38,0,0,1011,387,0,0,10,0,0,0,0,8,0,12,3.663561646,0,0,6.91968385,5.96100534,0,0,2.397895273,0,2.197224577,0,2.564949357
56164,136061, Pipestone, MN,24,0,14911,846,936,0,0,6,0,0,0,0,6,0,4,3.218875825,9.609921537,0,6.741700695,6.842683282,0,0,1.945910149,0,1.945910149,0,1.609437912
56232,35561, Dawson, MN,24,0,4380,330,153,0,1,0,0,0,0,0,2,0,1,3.218875825,8.385032288,0,5.802118375,5.036952602,0,0.693147181,0,0,1.098612289,0,0.693147181
56241,57061, Granite Falls, MN,30,0,17885,621,275,0,0,4,0,0,0,0,8,0,6,3.433987204,9.791773563,0,6.432940093,5.620400866,0,0,1.609437912,0,2.197224577,0,1.945910149
56258,79561, Marshall, MN,40,0,12410,1593,1357,1,3,0,0,0,0,0,0,0,7,3.713572067,9.426338455,0,7.374001859,7.213768308,0.693147181,1.386294361,0,0,0,0,2.079441542
56265,113061, Montevideo, MN,35,0,2920,773,806,0,0,4,0,0,0,0,8,0,9,3.583518938,7.979681302,0,6.651571874,6.693323668,0,0,1.609437912,0,2.197224577,0,2.302585093
56296,203961, Wheaton, MN,35,0,9600,616,436,0,0,1,0,0,0,0,0,0,0,3.583518938,9.169622539,0,6.424869024,6.079933195,0,0,0.693147181,0,0,0,0
56345,70061, Little Falls, MN,55,0,4680,2218,1850,0,0,33,65,0,0,0,33,69,22,4.025351691,8.451267041,0,7.704811923,7.523481313,0,0,3.526360525,4.189654742,3.526360525,4.248495242,3.135494216
56347,72061, Long Prairie, MN,19,0,15240,374,238,0,0,3,0,0,0,0,3,0,8,2.995732274,9.631744444,0,5.926926026,5.476463552,0,0,1.386294361,0,1.386294361,0,2.197224577
56431,3561, Aitkin, MN,36,0,10070,783,642,9,15,4,0,0,0,0,2,0,6,3.610917913,9.217415286,0,6.66440902,6.466144724,2.302585093,2.772588722,1.609437912,0,1.098612289,0,1.945910149
56470,131561, Park Rapids, MN,36,0,0,1845,1660,0,0,12,0,0,0,0,5,0,16,3.610917913,0,0,7.520776415,7.41517511,0,0,2.564949357,0,1.791759469,0,2.833213344
56482,198061, Wadena, MN,54,0,1510,1456,1060,0,0,13,0,0,0,0,9,0,9,4.007333185,7.320526962,0,7.284134806,6.966967139,0,0,2.63905733,0,2.302585093,0,2.302585093
56501,38061, Detroit Lakes, MN,67,0,9948,2402,1115,0,0,35,29,0,0,0,17,10,22,4.219507705,9.205227323,0,7.784473236,7.017506143,0,0,3.583518938,3.401197382,2.890371758,2.397895273,3.135494216
56520,19061, Breckenridge, MN,47,0,40150,2021,1826,0,0,10,0,0,0,0,11,0,26,3.871201011,10.60040263,0,7.6118424,7.510430556,0,0,2.397895273,0,2.48490665,0,3.295836866
56531,41261, Elbow Lake, MN,32,0,2920,377,140,0,0,8,0,0,0,0,2,0,2,3.496507561,7.979681302,0,5.934894196,4.94875989,0,0,2.197224577,0,1.098612289,0,1.098612289
56542,52061, Fosston, MN,43,0,7300,561,605,1,1,3,0,0,0,0,0,0,0,3.784189634,8.895766604,0,6.33150185,6.406879986,0.693147181,0.693147181,1.386294361,0,0,0,0
56573,134061, Perham, MN,29,0,8379,550,352,0,0,1,0,0,0,0,1,0,0,3.401197382,9.033603193,0,6.311734809,5.866468057,0,0,0.693147181,0,0.693147181,0,0
56701,186061, Thief River Falls, MN,75,0,8647,1981,2152,0,0,15,0,0,0,0,9,0,10,4.33073334,9.065083359,0,7.591861715,7.674617497,0,0,2.772588722,0,2.302585093,0,2.397895273
56716,32061, Crookston, MN,49,0,13091,1384,945,0,0,15,15,0,0,0,19,13,22,3.912023005,9.479756636,0,7.233455419,6.852242569,0,0,2.772588722,2.772588722,2.995732274,2.63905733,3.135494216
57006,3065, Brookings, SD,53,0,22939,1933,1906,0,0,20,7,0,0,0,17,6,31,3.988984047,10.04063739,0,7.567345676,7.553286606,0,0,3.044522438,2.079441542,2.890371758,1.945910149,3.465735903
