Frequency,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8
3.748,-1.4554,-7.8596,4.8689,-5.3554,6.6574,36.223,-38.565,-16.849
3.752,-3.2554,-8.6596,3.6689,-3.8554,6.1574,40.223,-36.565,-14.849
3.756,-3.0554,-9.8596,3.0689,-2.2554,4.3574,50.223,-28.565,-16.849
3.76,-3.3554,-8.0596,4.6689,-5.2554,2.5574,46.223,-32.565,-20.849
3.764,-3.0554,-6.7596,3.9689,-5.8554,4.1574,42.223,-28.565,-22.849
3.768,-3.0554,-7.9596,2.3689,-5.4554,4.2574,32.223,-28.565,-6.8493
3.772,-2.3554,-5.5596,1.4689,-5.2554,2.2574,18.223,-36.565,-0.8493
3.776,-5.9554,-5.0596,0.9689,-3.1554,1.5574,32.223,-6.565,15.151
3.78,-4.7554,-4.4596,1.1689,-3.2554,-1.1426,24.223,-20.565,-8.8493
3.784,-4.6554,-4.9596,0.5689,-4.3554,-0.6426,24.223,-12.565,-2.8493
3.788,-4.5554,-3.9596,0.0689,-6.3554,-0.9426,8.2229,-14.565,-8.8493
3.792,-3.0554,-1.8596,0.4689,-4.8554,0.0574,8.2229,-6.565,-6.8493
3.796,-6.2554,-2.3596,0.1689,-4.4554,0.9574,40.223,23.435,37.151
3.8,-2.7554,-1.1596,-0.2311,-3.1554,-0.6426,12.223,-0.565,7.1507
3.804,-4.9554,-2.4596,1.2689,-3.4554,-0.2426,34.223,19.435,21.151
3.808,-4.1554,-1.3596,-0.2311,-4.2554,-3.5426,-1.7771,5.435,19.151
3.812,-4.4554,-0.0596,-1.2311,-3.2554,-2.7426,6.2229,9.435,15.151
3.816,-4.4554,-1.6596,-0.3311,-4.1554,-2.6426,-9.7771,7.435,27.151
3.82,-5.6554,0.2404,-4.3311,-5.9554,-4.7426,-11.777,11.435,13.151
3.824,-3.5554,1.3404,-3.7311,-6.8554,-5.0426,-1.7771,23.435,29.151
3.828,-3.7554,0.9404,-2.6311,-6.9554,-6.3426,-1.7771,23.435,41.151
3.832,-1.9554,3.8404,-2.3311,-5.9554,-5.6426,0.2229,27.435,47.151
3.836,-4.9554,1.8404,-3.5311,-4.1554,-5.3426,-11.777,35.435,47.151
3.84,-5.7554,2.2404,-3.1311,-5.9554,-3.9426,-23.777,29.435,35.151
3.844,-5.9554,3.5404,-2.7311,-3.7554,-3.1426,-7.7771,41.435,47.151
3.848,-4.4554,4.0404,-3.1311,-6.4554,-3.9426,-19.777,33.435,55.151
3.852,-5.7554,4.0404,-4.1311,-8.2554,-4.0426,-19.777,45.435,53.151
3.856,-3.2554,7.6404,-4.1311,-9.2554,-5.3426,-17.777,49.435,57.151
3.86,-2.0554,9.3404,-5.0311,-11.255,-7.6426,-27.777,37.435,31.151
3.864,-3.6554,9.1404,-5.0311,-11.155,-7.0426,-13.777,55.435,33.151
3.868,-4.5554,5.8404,-5.8311,-11.455,-7.9426,-25.777,61.435,59.151
3.872,-3.9554,6.8404,-2.4311,-7.3554,-4.9426,-17.777,47.435,33.151
3.876,-5.6554,4.2404,-2.1311,-6.1554,-4.0426,-11.777,69.435,63.151
3.88,-4.4554,5.4404,-1.3311,-4.2554,-4.5426,-33.777,37.435,43.151
3.884,-3.7554,6.6404,-0.7311,-2.2554,-4.4426,-27.777,49.435,57.151
3.888,-3.9554,6.8404,-3.2311,-1.6554,-3.6426,-33.777,49.435,53.151
3.892,-6.8554,5.0404,-4.0311,-4.9554,-3.6426,-47.777,41.435,57.151
3.896,-6.4554,5.2404,-4.2311,-4.7554,-2.0426,-15.777,53.435,47.151
3.9,-6.5554,4.7404,-4.1311,-4.3554,-1.6426,-3.7771,65.435,67.151
3.904,-4.9554,5.3404,-3.1311,-4.5554,-1.2426,-13.777,39.435,51.151
3.908,-3.8554,4.6404,-2.3311,-3.4554,1.3574,4.2229,33.435,37.151
3.912,-2.5554,1.2404,-3.1311,-4.1554,0.1574,-1.7771,31.435,27.151
3.916,-1.5554,0.7404,-1.6311,-2.3554,0.0574,-1.7771,3.435,29.151
3.92,0.5446,-0.1596,-0.1311,-3.1554,3.2574,12.223,17.435,35.151
3.924,-1.5554,-3.6596,3.0689,-2.6554,5.6574,6.2229,5.435,39.151
3.928,-1.7554,-4.6596,3.2689,-0.5554,7.3574,-1.7771,-22.565,13.151
3.932,-2.6554,-5.6596,5.4689,-0.8554,7.4574,38.223,-24.565,-8.8493
3.936,-1.0554,-6.4596,4.7689,-4.0554,6.6574,50.223,-16.565,-18.849
3.94,-0.8554,-5.1596,3.2689,-4.8554,7.9574,30.223,-36.565,-20.849
3.944,0.1446,-5.3596,5.8689,-6.6554,10.057,40.223,-42.565,-28.849
3.948,-1.3554,-5.9596,7.3689,-7.5554,11.157,42.223,-42.565,-44.849
3.952,-0.3554,-7.4596,6.2689,-6.4554,10.857,32.223,-52.565,-34.849
3.956,1.0446,-6.5596,6.6689,-3.2554,10.457,20.223,-78.565,-58.849
3.96,2.3446,-8.3596,4.2689,-0.7554,10.857,46.223,-62.565,-36.849
3.964,6.7446,-2.7596,0.4689,-1.3554,8.2574,50.223,-56.565,-50.849
3.968,13.245,3.8404,0.4689,-1.0554,10.657,44.223,-64.565,-72.849
3.972,18.245,9.1404,-4.8311,-2.1554,9.6574,34.223,-60.565,-72.849
3.976,16.245,7.3404,-7.9311,-2.1554,5.0574,34.223,-50.565,-66.849
3.98,8.8446,1.5404,-5.7311,-4.3554,-1.8426,38.223,-44.565,-56.849
3.984,-8.3554,-12.76,6.4689,-9.5554,-4.6426,36.223,-48.565,-54.849
3.988,-13.155,-16.76,9.7689,-13.155,-2.3426,30.223,-48.565,-40.849
3.992,-5.2554,-10.86,9.4689,-12.755,2.0574,8.2229,-70.565,-66.849
3.996,0.8446,-6.2596,8.6689,-8.2554,5.9574,34.223,-26.565,-30.849
4,2.8446,-2.7596,3.9689,-5.8554,3.4574,10.223,-28.565,-26.849
4.004,0.4446,-3.0596,3.5689,-5.2554,3.5574,18.223,-38.565,-38.849
4.008,-0.5554,-4.3596,2.3689,-6.9554,3.6574,16.223,-0.565,-10.849
4.012,-0.7554,-3.3596,3.4689,-7.3554,3.9574,6.2229,-36.565,-54.849
4.016,-1.1554,-3.4596,3.6689,-5.4554,3.6574,26.223,-12.565,-22.849
4.02,-2.3554,-5.2596,1.4689,-6.0554,2.0574,8.2229,-16.565,-18.849
4.024,-2.4554,-3.6596,1.5689,-6.5554,1.5574,-1.7771,-28.565,-18.849
4.028,-2.1554,-2.1596,1.6689,-6.2554,1.9574,18.223,-12.565,-14.849
4.032,-2.2554,-3.1596,2.0689,-6.2554,0.1574,12.223,-10.565,1.1507
4.036,-2.4554,-2.4596,3.9689,-7.6554,0.4574,10.223,-12.565,-6.8493
4.04,-3.3554,-3.6596,2.7689,-6.9554,-0.0426,2.2229,-24.565,-12.849
4.044,-4.1554,-1.1596,2.3689,-5.9554,1.6574,10.223,-0.565,-2.8493
4.048,-2.2554,-2.7596,1.4689,-4.2554,2.5574,14.223,9.435,15.151
4.052,-1.6554,-2.6596,-0.8311,-3.9554,2.2574,-3.7771,-6.565,-2.8493
4.056,-1.6554,0.4404,0.0689,-2.3554,1.3574,-15.777,-22.565,-18.849
4.06,-4.2554,-1.5596,1.0689,-6.0554,0.2574,-5.7771,-14.565,-14.849
4.064,-3.7554,-2.1596,1.8689,-3.2554,-0.2426,22.223,1.435,-8.8493
4.068,-2.6554,-2.8596,2.2689,-1.5554,-0.0426,8.2229,-6.565,-16.849
4.072,-0.8554,-1.2596,2.1689,-4.4554,0.2574,0.2229,-0.565,-12.849
4.076,-2.0554,-0.9596,2.0689,-5.2554,0.9574,-5.7771,-16.565,-26.849
4.08,-4.8554,-2.9596,0.8689,-4.0554,0.9574,-1.7771,3.435,21.151
4.084,-3.8554,-2.4596,3.2689,-4.7554,0.7574,2.2229,-0.565,1.1507
4.088,-2.4554,-3.4596,3.5689,-4.5554,1.5574,8.2229,7.435,11.151
4.092,-3.6554,-2.8596,3.4689,-3.9554,-0.4426,-7.7771,-20.565,-10.849
4.096,-4.0554,-2.5596,2.8689,-5.7554,-1.7426,12.223,-0.565,3.1507
4.1,-4.5554,-3.1596,1.1689,-5.6554,-3.7426,-7.7771,-16.565,-16.849
4.104,-3.7554,-1.5596,2.8689,-4.8554,-2.9426,-3.7771,-18.565,-26.849
4.108,-3.5554,-2.1596,2.1689,-5.4554,-1.2426,10.223,13.435,13.151
4.112,-1.5554,-1.5596,2.4689,-4.5554,-2.5426,-17.777,-30.565,-40.849
4.116,-2.8554,-2.5596,1.5689,-1.8554,-2.0426,10.223,-20.565,-32.849
4.12,-0.9554,-2.2596,2.1689,-2.9554,-0.0426,26.223,15.435,5.1507
4.124,-0.0554,-2.6596,1.0689,-3.4554,1.1574,24.223,-6.565,-12.849
4.128,-0.9554,-1.4596,-0.8311,-4.4554,0.3574,8.2229,-6.565,-16.849
4.132,-0.1554,-0.5596,0.8689,-3.9554,-1.1426,2.2229,-22.565,-28.849
4.136,0.2446,-2.1596,-0.1311,-3.8554,-3.0426,-7.7771,-14.565,-24.849
4.14,-0.0554,-1.3596,0.4689,-4.8554,-1.0426,16.223,11.435,1.1507
4.144,0.1446,-1.3596,2.1689,-4.4554,0.8574,-1.7771,-4.565,-6.8493
4.148,-0.8554,-0.9596,3.1689,-4.5554,1.0574,0.2229,1.435,-10.849
4.152,-1.5554,-0.6596,1.9689,-5.6554,-0.2426,-5.7771,-14.565,-20.849
4.156,-1.0554,0.1404,1.7689,-2.5554,0.3574,0.2229,-6.565,-16.849
4.16,-1.6554,1.1404,-0.1311,-3.7554,-1.5426,8.2229,-6.565,-6.8493
4.164,0.1446,0.9404,1.4689,-3.5554,-1.1426,16.223,7.435,5.1507
4.168,0.6446,-0.5596,0.9689,-3.3554,-1.2426,22.223,9.435,17.151
4.172,-1.6554,-1.6596,-0.9311,-2.9554,-4.5426,-9.7771,-14.565,3.1507
4.176,-4.2554,-2.2596,-0.5311,-0.4554,-3.0426,18.223,19.435,35.151
4.18,-2.5554,-2.6596,-0.2311,-0.3554,-3.3426,4.2229,13.435,25.151
4.184,-3.1554,0.4404,-2.3311,1.4446,-2.0426,28.223,31.435,33.151
4.188,-5.2554,3.6404,-4.4311,0.8446,-2.8426,16.223,25.435,27.151
4.192,-4.5554,4.4404,-4.0311,-1.1554,-4.5426,12.223,37.435,25.151
4.196,-5.9554,4.7404,-4.0311,-0.6554,-6.0426,10.223,35.435,23.151
4.2,-5.5554,5.2404,-5.0311,1.1446,-5.6426,20.223,51.435,35.151
4.204,-7.0554,3.9404,-6.1311,0.6446,-5.7426,32.223,53.435,31.151
4.208,-6.3554,2.7404,-6.1311,-2.1554,-5.9426,38.223,61.435,53.151
4.212,-4.6554,3.5404,-4.3311,-3.9554,-6.3426,4.2229,11.435,11.151
4.216,-4.6554,1.2404,-2.6311,-2.9554,-2.8426,14.223,25.435,13.151
4.22,-2.7554,0.9404,-1.0311,-3.8554,-2.8426,-19.777,-2.565,3.1507
4.224,-0.2554,2.0404,-2.2311,-2.7554,-2.6426,-3.7771,11.435,1.1507
4.228,-0.0554,2.0404,-2.8311,-6.3554,-3.6426,-19.777,1.435,-4.8493
4.232,2.5446,5.8404,-3.1311,-7.5554,-4.4426,-17.777,3.435,-12.849
4.236,1.4446,2.5404,-4.1311,-7.1554,-4.3426,-25.777,-8.565,-8.8493
4.24,-1.8554,1.5404,-3.2311,-4.5554,-1.9426,-21.777,-10.565,-16.849
4.244,-0.1554,0.1404,-2.8311,-4.7554,-2.0426,-21.777,-16.565,-24.849
4.248,2.3446,2.0404,-2.8311,-3.4554,-1.1426,-15.777,-18.565,-46.849
4.252,2.2446,2.4404,-1.3311,-4.4554,0.2574,-3.7771,-14.565,-26.849
4.256,2.8446,0.9404,0.1689,-4.5554,1.7574,-19.777,-32.565,-44.849
4.26,1.4446,-1.2596,-0.4311,-3.6554,0.8574,-21.777,-46.565,-42.849
4.264,1.5446,-2.6596,-0.0311,-1.6554,2.3574,8.2229,-10.565,-16.849
4.268,1.6446,-2.6596,-1.9311,-0.9554,0.8574,8.2229,-16.565,-6.8493
4.272,2.0446,-1.0596,-0.8311,0.0446,2.3574,20.223,-12.565,-12.849
4.276,1.9446,-2.0596,-1.2311,-2.1554,1.8574,-7.7771,-26.565,-34.849
4.28,1.8446,-2.4596,-0.7311,-2.1554,2.9574,-5.7771,-20.565,-36.849
4.284,0.1446,-1.7596,-1.1311,-1.6554,3.4574,-5.7771,-16.565,-24.849
4.288,0.6446,-0.1596,-2.9311,0.7446,3.6574,-17.777,-34.565,-42.849
4.292,1.4446,-1.0596,-1.9311,1.4446,5.4574,-1.7771,-24.565,-30.849
4.296,0.4446,-2.0596,-2.3311,0.4446,5.4574,-1.7771,-20.565,-18.849
4.3,1.1446,-1.0596,-1.0311,-0.7554,4.6574,-1.7771,-14.565,-14.849
4.304,1.4446,-0.7596,-0.3311,0.4446,4.5574,4.2229,-10.565,-12.849
4.308,-0.5554,-1.3596,-2.1311,0.0446,1.5574,-9.7771,-14.565,-8.8493
4.312,0.2446,-0.1596,-3.0311,0.9446,0.9574,-1.7771,-8.565,-2.8493
4.316,1.3446,-1.3596,-3.6311,-0.9554,1.3574,2.2229,1.435,1.1507
4.32,-0.3554,0.1404,-0.3311,-0.7554,3.1574,8.2229,-0.565,-6.8493
4.324,0.0446,-2.0596,2.1689,1.6446,5.6574,34.223,11.435,3.1507
4.328,-1.3554,-5.1596,1.0689,5.2446,5.7574,38.223,-32.565,-18.849
4.332,-5.5554,-14.16,-1.7311,7.9446,5.4574,16.223,-62.565,-14.849
4.336,-7.6554,-14.66,-0.0311,13.445,7.8574,52.223,-34.565,19.151
4.34,-7.9554,-13.66,0.3689,14.145,7.1574,78.223,41.435,83.151
4.344,-9.6554,-4.9596,-6.1311,13.045,-4.2426,-13.777,135.44,185.15
4.348,-17.355,6.9404,-13.931,17.545,-15.043,-97.777,289.44,325.15
4.352,-27.955,22.24,-28.631,16.345,-35.843,-281.78,451.43,489.15
4.356,-36.555,47.64,-44.831,12.445,-56.143,-433.78,625.43,627.15
4.36,-41.455,64.74,-57.831,9.3446,-73.143,-583.78,739.43,719.15
4.364,-46.455,82.74,-67.831,5.7446,-89.843,-651.78,861.43,757.15
4.368,-42.855,97.74,-71.531,-4.0554,-93.343,-549.78,805.43,563.15
4.372,-19.355,98.64,-56.731,-19.755,-74.443,-347.78,539.43,193.15
4.376,11.945,86.54,-33.031,-33.055,-48.143,-125.78,221.44,-112.85
4.38,32.245,61.74,-10.231,-36.855,-21.643,42.223,-78.565,-348.85
4.384,39.045,31.64,4.7689,-30.855,-0.7426,142.22,-246.56,-404.85
4.388,35.945,7.5404,14.669,-16.455,14.157,192.22,-268.56,-332.85
4.392,25.145,-14.06,15.969,-4.5554,24.357,208.22,-232.56,-236.85
4.396,15.545,-25.26,14.269,0.0446,26.057,162.22,-238.56,-176.85
4.4,8.6446,-29.46,13.469,4.4446,26.557,132.22,-234.56,-150.85
4.404,3.2446,-32.96,14.069,10.245,28.057,132.22,-240.56,-154.85
4.408,3.2446,-32.46,11.669,10.445,25.957,118.22,-224.56,-134.85
4.412,9.1446,-25.46,11.069,11.445,28.257,124.22,-210.56,-136.85
4.416,16.445,-16.36,8.4689,11.845,31.557,142.22,-172.56,-110.85
4.42,20.945,-12.06,1.6689,11.545,26.657,110.22,-180.56,-120.85
4.424,11.845,-15.96,-2.4311,10.545,19.057,88.223,-180.56,-100.85
4.428,-2.2554,-27.46,2.3689,7.4446,12.057,80.223,-166.56,-84.849
4.432,-13.955,-36.46,13.569,5.9446,13.457,108.22,-130.56,-60.849
4.436,-11.755,-35.36,15.569,5.4446,14.957,74.223,-130.56,-74.849
4.44,-2.7554,-27.56,13.369,6.5446,16.957,94.223,-106.56,-62.849
4.444,1.5446,-21.96,11.169,6.3446,14.357,56.223,-120.56,-76.849
4.448,3.8446,-17.76,9.9689,6.0446,13.257,80.223,-104.56,-78.849
4.452,2.4446,-16.86,9.1689,4.9446,12.957,84.223,-86.565,-42.849
4.456,2.2446,-16.06,9.1689,4.1446,11.557,62.223,-86.565,-46.849
4.46,0.4446,-15.06,6.9689,4.9446,10.957,58.223,-76.565,-34.849
4.464,2.2446,-14.56,7.0689,6.1446,9.9574,48.223,-70.565,-42.849
4.468,-0.1554,-14.16,5.4689,5.6446,10.057,80.223,-26.565,-10.849
4.472,-0.2554,-12.96,5.3689,4.0446,6.3574,38.223,-62.565,-32.849
4.476,-0.3554,-11.26,5.6689,4.6446,5.7574,56.223,-38.565,-32.849
4.48,-0.4554,-11.86,5.4689,3.0446,3.4574,38.223,-54.565,-24.849
4.484,0.3446,-9.5596,4.9689,2.4446,3.1574,38.223,-44.565,-18.849
4.488,-0.6554,-8.5596,2.4689,4.6446,2.8574,40.223,-20.565,-14.849
4.492,-0.6554,-8.3596,0.4689,5.3446,0.5574,18.223,-40.565,-28.849
4.496,-1.5554,-6.6596,-0.3311,4.8446,-0.2426,30.223,-30.565,-12.849
4.5,-1.6554,-6.3596,-2.6311,3.5446,-0.4426,24.223,-30.565,-20.849
4.504,-2.0554,-4.6596,-2.6311,2.6446,0.5574,16.223,-20.565,-14.849
4.508,-0.2554,-3.5596,-1.2311,1.8446,1.7574,28.223,-12.565,-16.849
4.512,0.2446,-4.3596,-0.8311,1.5446,1.6574,20.223,-8.565,-8.8493
4.516,0.9446,-4.3596,0.0689,4.1446,1.4574,32.223,1.435,3.1507
4.52,-0.3554,-4.6596,-1.0311,7.2446,-0.0426,14.223,-8.565,-6.8493
4.524,-1.6554,-3.0596,-3.4311,7.8446,-0.5426,16.223,5.435,17.151
4.528,-2.1554,-0.9596,-5.3311,8.6446,-2.7426,24.223,5.435,3.1507
4.532,-1.2554,-0.6596,-5.2311,5.5446,-3.9426,8.2229,1.435,11.151
4.536,-2.0554,-0.9596,-3.9311,5.9446,-2.7426,18.223,7.435,19.151
4.54,-3.1554,-2.1596,-6.3311,3.7446,-3.8426,-17.777,3.435,19.151
4.544,-2.1554,-0.7596,-4.1311,4.2446,-2.0426,4.2229,3.435,5.1507
4.548,-4.6554,-0.5596,-4.5311,2.5446,-2.9426,0.2229,19.435,33.151
4.552,-3.4554,0.1404,-6.6311,3.4446,-3.7426,-1.7771,11.435,23.151
4.556,-3.1554,-0.1596,-5.2311,4.9446,-4.1426,-7.7771,15.435,13.151
4.56,-1.4554,-0.9596,-6.7311,4.9446,-4.5426,-5.7771,29.435,31.151
4.564,-1.5554,1.5404,-5.9311,6.2446,-4.5426,-9.7771,33.435,59.151
4.568,-2.8554,3.1404,-5.9311,7.3446,-4.8426,-9.7771,41.435,49.151
4.572,-3.4554,2.2404,-4.7311,7.4446,-3.8426,-3.7771,49.435,43.151
4.576,-3.2554,2.2404,-5.0311,4.6446,-4.8426,-27.777,35.435,27.151
4.58,-4.3554,3.3404,-8.1311,4.2446,-5.1426,-23.777,47.435,61.151
4.584,-2.9554,6.1404,-7.5311,4.7446,-6.2426,-31.777,41.435,47.151
4.588,-1.6554,6.7404,-5.5311,5.0446,-5.0426,-17.777,51.435,45.151
4.592,-1.7554,6.8404,-6.6311,7.1446,-4.8426,-15.777,53.435,49.151
4.596,-1.6554,5.7404,-7.6311,5.8446,-4.9426,-33.777,43.435,49.151
4.6,-2.9554,5.4404,-8.0311,6.2446,-4.2426,-43.777,37.435,41.151
4.604,-3.7554,4.1404,-9.8311,7.1446,-4.1426,-45.777,39.435,45.151
4.608,-2.9554,3.9404,-9.3311,8.7446,-5.1426,-33.777,45.435,49.151
4.612,-2.7554,3.9404,-10.731,7.1446,-4.1426,-23.777,73.435,73.151
4.616,-0.3554,5.7404,-8.9311,6.7446,-3.0426,-35.777,45.435,47.151
4.62,-1.6554,5.3404,-8.1311,3.5446,-2.7426,-35.777,45.435,47.151
4.624,-3.8554,5.7404,-7.9311,5.6446,-2.2426,-21.777,43.435,37.151
4.628,-2.0554,6.2404,-6.2311,5.6446,-2.3426,-21.777,37.435,31.151
4.632,-2.1554,3.9404,-6.3311,7.1446,-1.2426,-11.777,55.435,55.151
4.636,-1.2554,3.0404,-4.5311,7.8446,-0.3426,-5.7771,41.435,55.151
4.64,0.5446,0.8404,-3.4311,6.6446,1.2574,-7.7771,39.435,65.151
4.644,2.1446,1.0404,-4.1311,6.3446,3.2574,-3.7771,17.435,29.151
4.648,0.6446,-1.7596,-2.9311,6.1446,4.2574,2.2229,11.435,33.151
4.652,0.4446,-2.2596,-0.2311,6.3446,5.3574,-1.7771,-18.565,1.1507
4.656,0.1446,-3.0596,2.0689,7.6446,6.3574,24.223,-0.565,3.1507
4.66,2.3446,-3.6596,1.7689,7.6446,6.4574,30.223,-16.565,-8.8493
4.664,4.3446,-4.4596,1.5689,7.3446,6.9574,22.223,-38.565,-30.849
4.668,4.1446,-5.3596,0.8689,5.2446,7.0574,50.223,-16.565,-12.849
4.672,6.2446,-5.4596,3.6689,3.7446,6.3574,30.223,-44.565,-40.849
4.676,6.4446,-5.6596,4.4689,5.0446,7.7574,38.223,-52.565,-58.849
4.68,6.8446,-6.5596,3.8689,2.2446,8.1574,34.223,-64.565,-74.849
4.684,6.7446,-6.9596,4.3689,1.2446,9.1574,40.223,-52.565,-76.849
4.688,6.2446,-6.7596,3.8689,1.0446,8.2574,42.223,-60.565,-76.849
4.692,7.3446,-6.8596,2.8689,2.9446,6.6574,22.223,-78.565,-76.849
4.696,8.6446,-5.1596,3.8689,4.2446,8.5574,58.223,-56.565,-66.849
4.7,6.6446,-7.0596,2.5689,1.4446,6.4574,34.223,-68.565,-82.849
4.704,6.3446,-6.5596,5.3689,2.9446,7.6574,46.223,-66.565,-84.849
4.708,6.1446,-5.1596,2.4689,2.8446,5.8574,18.223,-66.565,-86.849
4.712,9.1446,-5.5596,3.2689,2.7446,7.2574,34.223,-48.565,-64.849
4.716,9.6446,-4.6596,4.3689,2.9446,7.5574,32.223,-40.565,-60.849
4.72,8.6446,-3.1596,3.4689,1.9446,6.4574,28.223,-42.565,-52.849
4.724,8.0446,-0.9596,4.0689,3.6446,5.9574,22.223,-54.565,-70.849
4.728,6.3446,-2.9596,2.7689,3.7446,5.9574,32.223,-28.565,-40.849
4.732,7.3446,-1.3596,1.1689,4.1446,3.8574,6.2229,-52.565,-60.849
4.736,5.8446,-0.5596,0.1689,5.2446,3.9574,28.223,-30.565,-50.849
4.74,4.0446,-2.0596,0.1689,6.2446,5.4574,24.223,-18.565,-40.849
4.744,4.5446,-2.6596,1.8689,5.7446,6.2574,6.2229,-32.565,-48.849
4.748,4.1446,-2.4596,1.4689,4.1446,5.8574,-5.7771,-38.565,-42.849
4.752,3.3446,-1.8596,1.0689,5.2446,5.0574,4.2229,-28.565,-36.849
4.756,1.3446,-3.6596,0.2689,5.0446,3.5574,4.2229,-24.565,-30.849
4.76,1.8446,-3.7596,0.9689,5.0446,2.2574,10.223,-20.565,-30.849
4.764,1.2446,-4.0596,-0.7311,5.6446,1.9574,14.223,-6.565,-12.849
4.768,2.1446,-2.6596,-0.5311,4.7446,1.6574,0.2229,-18.565,-26.849
4.772,-0.6554,-3.1596,-2.0311,5.7446,1.0574,-3.7771,-20.565,-12.849
4.776,-1.4554,-1.9596,0.8689,7.2446,2.4574,-3.7771,-18.565,-14.849
4.78,-1.2554,-3.5596,0.5689,6.8446,3.8574,-1.7771,-6.565,-8.8493
4.784,-0.0554,-2.6596,1.3689,8.6446,3.8574,4.2229,-10.565,-12.849
4.788,0.0446,-1.1596,1.1689,6.8446,2.2574,0.2229,-4.565,-6.8493
4.792,-0.2554,-1.1596,-0.2311,4.1446,1.1574,-13.777,-14.565,-24.849
4.796,-0.5554,-1.9596,0.3689,3.0446,2.3574,2.2229,-8.565,-8.8493
4.8,-0.0554,-1.8596,0.2689,1.9446,0.1574,-5.7771,-12.565,-20.849
4.804,-0.0554,-3.3596,0.5689,1.7446,0.2574,-1.7771,-10.565,-20.849
4.808,0.9446,-4.4596,-0.1311,2.5446,-0.1426,4.2229,-2.565,-6.8493
4.812,1.8446,-3.4596,0.6689,2.9446,0.6574,0.2229,-10.565,-18.849
4.816,1.1446,-2.8596,-0.7311,3.8446,1.5574,0.2229,-10.565,-16.849
4.82,1.5446,-2.5596,-1.2311,3.9446,1.9574,2.2229,-4.565,-12.849
4.824,1.3446,-3.5596,-1.8311,2.4446,0.3574,0.2229,-16.565,-16.849
4.828,1.1446,-2.9596,-0.0311,3.5446,0.4574,6.2229,-12.565,-22.849
4.832,-0.3554,-3.7596,-1.8311,3.0446,0.9574,-1.7771,3.435,-4.8493
4.836,1.1446,-0.1596,-1.6311,4.4446,1.1574,-13.777,-10.565,-24.849
4.84,1.7446,0.7404,-2.5311,6.5446,2.5574,16.223,5.435,-14.849
4.844,2.2446,-0.0596,-2.4311,6.4446,1.2574,2.2229,-20.565,-38.849
4.848,3.2446,-1.6596,-2.5311,4.8446,2.0574,4.2229,-2.565,-10.849
4.852,1.7446,-2.4596,-1.9311,9.4446,2.8574,0.2229,-16.565,-16.849
4.856,3.5446,0.9404,-2.9311,11.045,5.0574,10.223,3.435,-12.849
4.86,9.1446,6.3404,-6.9311,9.6446,7.6574,-3.7771,-10.565,-20.849
4.864,16.545,12.04,-13.431,10.645,7.2574,4.2229,-6.565,-24.849
4.868,15.545,12.24,-19.131,9.2446,1.0574,4.2229,5.435,-12.849
4.872,7.0446,5.9404,-16.631,7.0446,-4.6426,-9.7771,-12.565,-20.849
4.876,-9.3554,-8.2596,-5.6311,3.6446,-7.1426,-1.7771,-26.565,-36.849
4.88,-16.055,-13.96,0.8689,-0.4554,-3.7426,2.2229,-8.565,-28.849
4.884,-8.8554,-7.3596,0.4689,2.3446,-0.2426,4.2229,-14.565,-34.849
4.888,-1.4554,-3.6596,0.0689,2.3446,2.2574,16.223,7.435,-14.849
4.892,-0.2554,-1.4596,0.6689,1.5446,2.7574,-3.7771,-20.565,-24.849
4.896,-0.8554,0.3404,0.6689,-0.0554,3.1574,0.2229,-10.565,-10.849
4.9,-2.6554,-0.7596,1.2689,0.7446,3.3574,2.2229,-10.565,-12.849
4.904,-1.5554,-1.1596,1.2689,0.8446,3.5574,8.2229,5.435,-2.8493
4.908,-1.8554,-0.2596,-0.3311,2.3446,2.7574,0.2229,5.435,-4.8493
4.912,-2.1554,-1.0596,0.7689,1.6446,2.6574,4.2229,3.435,-2.8493
4.916,-3.1554,-1.7596,-1.2311,2.9446,0.6574,6.2229,11.435,29.151
4.92,-3.7554,0.4404,-1.5311,3.6446,0.0574,4.2229,9.435,25.151
4.924,-2.8554,2.1404,-2.1311,4.1446,-0.7426,6.2229,17.435,19.151
4.928,-4.1554,2.0404,-3.5311,6.0446,-2.7426,4.2229,37.435,35.151
4.932,-4.1554,3.1404,-4.4311,6.9446,-3.2426,8.2229,33.435,39.151
4.936,-4.0554,3.8404,-3.8311,6.4446,-3.0426,34.223,51.435,35.151
4.94,-3.1554,0.8404,-5.9311,4.7446,-2.9426,28.223,35.435,25.151
4.944,-3.5554,1.1404,-4.6311,5.7446,-2.9426,28.223,37.435,33.151
4.948,-3.5554,3.5404,-4.4311,7.7446,-2.4426,26.223,43.435,39.151
4.952,-4.6554,2.3404,-5.2311,5.3446,-3.5426,28.223,43.435,35.151
4.956,-3.0554,2.7404,-4.4311,3.7446,-3.8426,0.2229,-6.565,-12.849
4.96,-1.5554,0.9404,-3.7311,3.4446,-2.1426,4.2229,15.435,-8.8493
4.964,0.8446,3.3404,-2.6311,-0.4554,-3.7426,-33.777,-8.565,-30.849
4.968,4.0446,6.9404,-1.0311,1.1446,-3.0426,-31.777,-18.565,-38.849
4.972,3.3446,3.1404,-2.7311,-0.6554,-2.0426,-17.777,-6.565,-20.849
